 82.98 ;max_white(1) 
 85.84 ;max_white(2) 
 77.85 ;max_white(3) 
 89.72 ;max_white(4) 
 90.90 ;max_white(5) 
 88.08 ;max_white(6) 
 88.48 ;max_white(7) 
 84.16 ;max_white(8) 
 52.65 ;max_black(1) 
 52.86 ;max_black(2) 
 51.87 ;max_black(3) 
 52.87 ;max_black(4) 
 52.68 ;max_black(5) 
 52.76 ;max_black(6) 
 53.46 ;max_black(7) 
 55.01 ;max_black(8) 
